titre_du_document;titre_secondaire;type_de_document;auteur;lieu_d_edition;editeur;annee_d_edition;isbn;issn;langue;collation;collection;numero_de_collection;cote;mots_cles;volume;numero_de_parution;date_de_parution;date_de_derniere_mise_a_jour
Nucléaire : quels scénarios pour le futur ?;;Ouvrage;CHATELIER Michel/CRIQUI Patrick/HEUER Daniel/HUET Sylvestre;Montreuil;La ville brûle;2012;978-2-360-12017-8;;Français;222 p.;360;;432 CHAT;ENVIRONNEMENT/ENERGIE/ENERGIE NUCLEAIRE/TCHERNOBYL/FUKUSHIMA/DECHET/DECHET NUCLEAIRE/STOCKAGE/ECOLOGIE/RISQUE/RISQUE INDUSTRIEL;;;;2019-07-01
Sociologie de l'action publique;;Ouvrage;LASCOUMES PIERRE/LE GALES Patrick;Paris;Armand Colin;2012;978-2-200-25986-0;;;126 p.;DOMAINES ET APPROCHES;;21 LAS;SOCIOLOGIE/SOCIOLOGIE POLITIQUE/ACTION PUBLIQUE/POLITIQUE PUBLIQUE/INTERET GENERAL/INSTITUTIONS POLITIQUES;;;;2015-02-23
Les délégations de service public en pratique;Principes et modèles d'actes;Ouvrage;VINCI Nathalie;Voiron;Territorial Editions;2012;978-2-8186-0386-4;;Français;91 p.;DOSSIER D'EXPERTS;n°730;2621 VIN;ADMINISTRATION/SERVICE PUBLIC/SERVICE PUBLIC LOCAL/GESTION DE SERVICE PUBLIC/CODE GENERAL DES COLLECTIVITES TERRITORIALES/LOI MURCEF;;;;2013-01-10
Les européens aiment-ils (toujours) l'Europe ?;;Ouvrage;CAUTRES Bruno;Paris;La Documentation française;2014;978-2-11-009267-0;;;169 p.;DEBATS;;81 CAU;EUROPE/CITOYEN EUROPEEN/CONFIANCE/INTEGRATION EUROPEENNE/ENQUETE/EUROBAROMETRE/CRISE DE CONFIANCE/VALEUR/ELECTION EUROPEENNE;;;;2015-12-02
Maîtriser les enjeux et les risques des SEM locales;;Ouvrage;CARLIER Bruno;Voiron;Territorial Editions;2013;978-2-8186-0490-8;;Français;213 p.;DOSSIER D'EXPERTS;;453 CAR;ECONOMIE/ENTREPRISE/ENTREPRISE PUBLIQUE LOCALE/SOCIETE D'ECONOMIE MIXTE/SOCIETE D'ECONOMIE MIXTE LOCALE/SEM/COLLECTIVITE LOCALE/CODE GENERAL DES COLLECTIVITES TERRITORIALES;;;;2013-01-10
La sainte Ignorance;Le temps de la religion sans culture;Ouvrage;ROY Olivier;Paris;Seuil;2008;978-2-7578-2623-2;;;366 p.;POINTS;679;14 ROY/;SOCIETE/RELIGION/CULTURE/CIVILISATION/JUDAISME/CHRISTIANISME/RITE/ISLAM/ESSAI/CATHOLICISME/CONVERSION;;;;2015-03-30
Traitement des sites et sols pollués;;Ouvrage;LEGRAND Christian;Voiron;Territorial Editions;2006;2-8486-6046-5;;Français;85 p.;Dossier d'experts;;3241 LEG;ENVIRONNEMENT/POLLUTION/POLLUTION AGRICOLE/SOL POLLUE/SOL/INDUSTRIALISATION/PRODUCTION AGRICOLE/PRODUIT CHIMIQUE/PROTECTION/PROTECTION DE L'ENVIRONNEMENT/DEVELOPPEMENT DURABLE/HAUTE QUALITE ENVIRONNEMENTALE/INSTALLATION CLASSEE;;;;2019-01-22
1914-2014 d'une économie à l'autre;;Dossier;Collectif;Paris;La Documentation française;2014;;;;;;;;ECONOMIE/ECONOMIE  MONDIALE/ECONOMIE FRANCAISE/PREMIERE GUERRE MONDIALE/GUERRE FROIDE/MONDIALISATION;;;;2014-09-16
Economie du bonheur;;Ouvrage;DAVOINE Lucie;Paris;La découverte;2012;978-2-7071-6703-3;;Français;126 p.;REPERES;N°592;143 DAV;ECONOMIE/CROISSANCE ECONOMIQUE/ARGENT/TRAVAIL/EMPLOI/SOCIOLOGIE/INEGALITE DES REVENUS/INEGALITE SOCIALE/INEGALITE DE RICHESSE/BIEN-ETRE/REVENU/CHOMAGE/SOLIDARITE/EGALITE DES CHANCES/EGALITE/BONHEUR;;;;2013-07-23
En matière d'emploi, les métropoles ont d'avantage résisté à la crise;;Ouvrage format pdf;Collectif;Paris;INSEE;2014;;0997-3192;;4P.;INSEE PREMIERE;N°1503;141 COL;EMPLOI/TRAVAIL/POPULATION ACTIVE/MARCHE DU TRAVAIL/METROPOLE/AIRE URBAINE/AIRE METROPOLITAINE;;;;2014-11-07
Le tourisme en France;;Ouvrage;MESPLIER Alain;Paris;Bréal;2012;978-2-7495-3169-4;;Français;368 p.;;;62 MES;TOURISME/FRANCE/REGION/PATRIMOINE/INDUSTRIE DU TOURISME/TOURISME RURAL/TOURISME CULTUREL/TOURISME INDUSTRIEL/TOURISME VERT/TOURISME DE MASSE/TOURISME MEDICAL/HEBERGEMENT TOURISTIQUE;;;;2013-09-07
Dictionnaire des risques psychosociaux;;Dictionnaire;;Paris;Seuil;2014;978-2-02-110922-1;;Français;882 p.;;;141 ZAW;SCIENCES HUMAINES/RESSOURCES HUMAINES/RISQUE PSYCHOSOCIAL/TRAVAIL/STRESS/HARCELEMENT/SUICIDE/SOUFFRANCE/PSYCHOLOGIE;;;;2014-03-24
Facebook, Twitter et les autres...;Intégrer les réseaux sociaux dans une stratégie d'entreprise;Ouvrage;BALAGUE Christine/FAYON David;Orléans;Pearson;2012;978-2-7440-6522-4;;;248 p.;;;7253 BAL;INFORMATION/COMMUNICATION/RESEAU/RESEAU SOCIAL/FACEBOOK/TWITTER;;;;2019-01-22
L'innovation aujourd'hui;;Dossier;Collectif;Paris;La Documentation française;2014;;0032-9304;Français;P.5-40;PROBLEMES ECONOMIQUES;N°3081;442 COL;ECONOMIE/CROISSANCE/CROISSANCE ECONOMIQUE/CROISSANCE INDUSTRIELLE/ENTREPRISE/INNOVATION/PRODUCTIVITE/COMPETITIVITE/BREVET D'INVENTION/INVENTEUR/OPEN INNOVATION/PRINCIPE DE PRECAUTION;;;;2014-01-17
Booster l'intelligence collective;La stratégie agile de transformation durable des organisations;Ouvrage;D'HERBEMONT Olivier;Paris;Armand Colin;2012;978-2-200-27740-6;;Français;364 p.;;;1414 DEH;RESSOURCES HUMAINES/INTELLIGENCE COLLECTIVE/ENTREPRISE/ACO/ARCHITECTURE COLLABORATIVE DES ORGANISATIONS /PROJET/ORGANISATION/CONDUITE DE PROJET;;;;2014-04-17
Management public : concepts innovants dans le secteur public;;Ouvrage;THOM Norbert/RITZ Adrian;Lausanne;Presses polytechniques et universitaires romanes;2013;978-2-88074-995-8;;Français;400p.;ECONOMIE+MANAGEMENT;;1414 THO;RESSOURCES HUMAINES/MANAGEMENT/MANAGEMENT PUBLIC/INNOVATION/GESTION DE PERSONNEL/CADRE/BENCHMARKING/INFORMATION/PERFORMANCE/MANAGEMENT DE LA PERFORMANCE/EVALUATION/TIC/VALEUR/MERITE/SALAIRE AU MERITE/FONCTIONNAIRE;;;;2013-07-11
La France bonne élève du développement durable ?;;Ouvrage;DEGRON Robin;Paris;La Documentation française;2012;978-2-11-009003-4;;Français;148 p.;DOC'EN POCHE;;327 DEG;ENVIRONNEMENT/DEVELOPPEMENT DURABLE/CONFERENCE DE RIO/SOMMET DE RIO/GRENELLE DE L'ENVIRONNEMENT/CHANGEMENT CLIMATIQUE/CLIMAT/SOMMET DE LA TERRE/RIO+20/DROIT DE L'ENVIRONNEMENT/BIODIVERSITE/ECONOMIE VERTE;;;;2013-02-04
CCAG Travaux;;Ouvrage;BIZOT Joel;Voiron;Territorial éditions;2012;978-2-8186-0300-0;;Français;153 p.;Dossier d'experts;711;272 BIZ;FINANCES LOCALES/FINANCES PUBLIQUES/CCAG/MARCHE DE TRAVAUX/TRAVAUX PUBLICS/CONTENTIEUX/MAITRISE D'OUVRAGE/MAITRISE D'OUVRAGE PUBLIQUE;;;;2013-05-11
Le rebond économique de la France;85 innovateurs, acteurs de la croissance et de l'emploi témoignent;Ouvrage;LORPHELIN Vincent;Paris;Pearson;2012;978-2-7440-6512-5;;;243 p.;VILLAGE MONDIAL;;4111 LOR;ECONOMIE/ECONOMIE FRANCAISE/CROISSANCE ECONOMIQUE/INNOVATION/MARKETING/ENTREPRISE/INTERNET/PUBLICITE/CONSOMMATION/CRISE/NTIC/INTELLIGENCE ECONOMIQUE/OPEN SOURCE;;;;2013-02-25
Mobilité 21« Pour un schéma national de mobilité durable »;Rapport au ministre chargédes transports, de la mer et de la pêche;Ouvrage format pdf;;;;2013;;;;91 p.;;;33 MIN;TRANSPORT/POLITIQUE DE TRANSPORT/MOBILITE/MOBILITE DURABLE/INFRASTRUCTURES DE TRANSPORT/ROUTE/RESEAU FERROVIAIRE/ECOLOGIE/ENERGIE/RESEAU DE TRANSPORT/OFFRE FERROVIAIRE/VOIE VERTE/VELOROUTE/PORT;;;;2013-09-13
Code administratif 2013;;Code;Collectif;Paris;DALLOZ EDITIONS;2012;978-2-247-11659-1;;Français;3260 p.;;;01 COL;CODE ADMINISTRATIF;;;;2014-02-21
L'économie verte contre la crise;30 propositions pour une France plus soutenable;Ouvrage;CRIFO Patricia/GLACHANT Matthieu/HALLEGATTE Stéphane/LAURENT Eloi/GILBERT Raphaël;Paris;Presse Universitaire de France;2012;978-2-13-060798-4;;Français;140 p.;;;327 CRI;ENVIRONNEMENT/ECOLOGIE/ECONOMIE VERTE/EMPLOI VERT/INDICATEUR/INDICATEUR DE DEVELOPPEMENT HUMAIN/INNOVATION;;;;2013-06-09
La France doit choisir;;Ouvrage;BEFFA Jean-Louis;Paris;Seuil;2012;978-2-02-106499-5;;Français;286 p.;;;41 BEF;ECONOMIE/ECONOMIE FRANCAISE/ECONOMIE GENERALE/ECONOMIE  MONDIALE/ENTREPRISE/MODELE ECONOMIQUE/CHINE/ETATS UNIS/JAPON/BRESIL/INDE/RUSSIE/ROYAUME-UNI/ALLEMAGNE/FRANCE/EUROPE;;;;2012-06-19
Le quarteron de la décentralisation;Contribuable - usager - électeur - citoyen;Ouvrage;B¼UF Jean-Luc;Paris;Editions du secteur public;2012;978-2-917483-12-1;;Français;133 p.;La fabrique démocratique;;241 BOE;COLLECTIVITÉ/COLLECTIVITÉ LOCALE/COLLECTIVITÉ TERRITORIALE/COLLECTIVITÉS TERRITORIALES DÉCENTRALISÉES/DÉCENTRALISATION/LOIS DE DÉCENTRALISATION/CITOYEN/CONTRIBUABLE/ÉLECTEUR/USAGER/ADMINISTRATION/INTERCOMMUNALITÉ/DÉPARTEMENT/RÉGION/SERVICE PUBLIC;;;;2013-05-09
Chine, le temps des périls;;Dossier;Collectif;Paris;La Documentation française;2012;;0032-9304;Français;p.5-46;PROBLEMES ECONOMIQUES;;832 COL;MONDE/CHINE/ECONOMIE/ECONOMIE  MONDIALE/PEKIN/RELATION FRANCE-CHINE;;N°3037;15-févr-12;2012-06-04
Réformer l'intercommunalité;Enjeux et controverses autour de la réforme des collectivités territoriales;Ouvrage;;Rennes;PUR;2012;978-2-7535-2084-4;;Français;267 p.;;;2423 LES;INSTITUTIONS/INSTITUTIONS LOCALES/COMMUNE/INTERCOMMUNALITE/LOI DU 16 DECEMBRE 2010/REFORME/DEMOCRATIE/DEMOCRATIE LOCALE/METROPOLE/COMMUNE NOUVELLE/POLE METROPOLITAIN;;;;2013-07-26
L'émergence d'une autre école;;Dossier;Collectif;Sèvres;Centre international d'études pédagogiques;2007;978-2-85420-571-8;;Français;P.19-123;;;511 COL;ENSEIGNEMENT/ECOLE/SYSTEME EDUCATIF/POLITIQUE EDUCATIVE/FRANCE/ESPAGNE/PORTUGAL/DEMOCRATISATION/SAVOIR/PEDAGOGIE;;N°46;;2012-02-03
L'année francophone internationale 2010-2011;;Ouvrage;Collectif;Québec;CIDEF-AFI;2010;978-2-922876-17-8;;Français;429 P.;;;832 COL;QUESTIONS INTERNATIONALES/RELATIONS INTERNATIONALES/FRANCOPHONIE/MONDE;;;;2016-01-20
L'ombre du système éducatif : quel soutien scolaire privé, quelles politiques publiques ?;;Ouvrage;BRAK Mark;Paris;IIEP;2011;978-92-803-2333-7;;Français;140 P.;;;511 BRAY/511 BRA;EDUCATION/ENSEIGNEMENT/ENSEIGNEMENT PRIVE/SYSTEME EDUCATIF/SOUTIEN SCOLAIRE/ETUDE COMPARATIVE;;;;2012-07-02
Zone euro;Eclatement ou fédération;Ouvrage;AGLIETTA MICHEL;Paris;Michalon;2012;978-2-84186-652-6;;Français;187 p.;;;813 AGL;EUROPE/MONNAIE/MONNAIE UNIQUE/EURO/ZONE EURO;;;;2013-06-17
La boîte à outils de l'intelligence économique;;Ouvrage;DESCHAMPS Christophe;Paris;Dunod;2011;978-2-10-055112-5;;Français;185 p.;;;75 DES;INFORMATION/INFORMATION ECONOMIQUE/IFORMATION STRATEGIQUE/VEILLE STRATEGIQUE/ECONOMIE/ENTREPRISE/INTELLIGENCE ECONOMIQUE/MANAGEMENT STRATEGIQUE;;;;2012-01-17
La mondialisation;;Ouvrage;MOREAU DEFARGES Philippe;Paris;PUF;2012;978-2-13-060552-9;;Français;127 p.;QUE SAIS-JE ?;N°1687;83 MOR;MONDIALISATION/FLUX/MONNAIE/COMMERCE/SERVICE/HOMME/BIENS/MONDE/MIGRATION/CONFLIT/MARCHE/NUCLEAIRE;;;;2013-05-31
L'action publique face à la mobilité;;Ouvrage;Collectif;Paris;L'Harmattan;2010;978-2-296-11534-7;;Français;256 p.;Logiques sociales;;33 MAK;TRANSPORT/POLITIQUE DE TRANSPORT/MOBILITE/VOITURE/HANDICAP/DEVELOPPEMENT DURABLE/DEPLACEMENT/DEPLACEMENT URBAIN/ACTION PUBLIQUE/COMPORTEMENT/URBANISME;;;;2011-10-25
La mondialisation;Emergences et fragmentations;Ouvrage;GIRAUD Pierre-Noël;Auxerre;Sciences Humaines;2012;978-2-36106-024-4;;;167 P.;LA PETITE BIBLIOTHEQUE DE SCIENCES HUMAINES;;83 GIR;QUESTIONS INTERNATIONALES/QUESTIONS MONDIALES/MONDE/MONDIALISATION/RICHESSE/LIBRE ECHANGE/PAUVRETE/LUTTE CONTRE LA PAUVRETE/NATION/ECONOMIE  MONDIALE/INEGALITE MONDIALE/AFRIQUE/PAYS RICHES/CRISE/BALANCE DES PAIEMENTS/DEVELOPPEMENT DURABLE/GOUVERNANCE MONDIALE/PIB;;;;2013-05-24
Rapport annuel 2009 de la Cour de Cassation;Les personnes vulnérables dans la jurisprudence de la Cour de Cassation;Rapport;;Paris;La Documentation française;2010;978-2-11-007893-3;;Français;584 p.;;;22412 COL;DROIT/DROIT PRIVE/JURIDICTION/COUR DE CASSATION/JURISPRUDENCE/PERSONNE/ETRANGER/MAJEUR/AIDE JUDICIAIRE/EMPRUNT/GARANTIE D'EMPRUNT/EMPRUNTEUR/INVESTISSEUR/PERSONNE AGEE/PRECARITE/SALARIE/STAGIAIRE/MANDAT REPRESENTATIF/ABUS/VICTIME/VULNERABILITE;;;;2011-04-10
Assistants territoriaux de conservation du patrimoine et des bibliothèques;;Ouvrage;MAUBE Pierre;Paris;Groupe Studyrama;2013;978-2-7590-1758-4;;;254 p.;CONCOURS FONCTION PUBLIQUE;;25 MAU;CONCOURS/CONCOURS ADMINISTRATIF/CONCOURS DE CATEGORIE B/FONCTION PUBLIQUE/PATRIMOINE/BIBLIOTHEQUE/ASSISTANT TERRITORIAL DE CONSERVATION/EPREUVE ECRITE/EPREUVE ORALE;;;;2013-02-28
Droit administratif;;Ouvrage;DUPUIS Georges/GUEDON Marie-José/CHRETIEN Patrice;Paris;DALLOZ;2011;978-2-247-08973-4;;Français;727 p.;SIREY UNIVERSITE;;22 DUP;ADMINISTRATION/DROIT ADMINISTRATIF/ADMINISTRATION D'ETAT/FONCTION PUBLIQUE/DECENTRALISATION/COLLECTIVITES TERRITORIALES/COLLECTIVITES TERRITORIALES DECENTRALISEES/PERSONNE MORALE/DECONCENTRATION/COMMUNE/REGION/DEPARTEMENT/CONSTITUTION/CONTROLE JURIDICTIONNEL/CONTROLE PARLEMENTAIRE/CONTROLE ADMINISTRATIF/CONTROLE DE L'ETAT/LOI/POUVOIR REGLEMENTAIRE/REGLEMENT/MINISTERE/PRESIDENT DE LA REPUBLIQUE/REGION ILE DE FRANCE/CORSE/COLLECTIVITE D'OUTRE-MER/FONCTIONNAIRE/DOMAINE PUBLIC/TRAVAUX PUBLICS/ACTE ADMINISTRATIF/POLICE ADMINISTRATIVE/SERVICE PUBLIC/RESPONSABILITE ADMINISTRATIVE/EXCES DE POUVOIR/JUGE ADMINISTRATIF/JURIDICTION ADMINISTRATIVE/CONCOURS ADMINISTRATIF;;;;2011-07-10
Numérique et territoires;;Dossier;Collectif;Paris;Association du Corps préfectoral et des hauts fonctionnaires du Ministère de l'Intérieur;2012;;;Français;p.1-122;ADMINISTRATION;;7253 COL;INFORMATION/NUMERIQUE/MULTIMEDIA/RESEAU HAUT DEBIT/ESPACE NUMERIQUE DE TRAVAIL/E-ADMINISTRATION;;N°236;Décembre2012-janvier 2013;2013-01-17
La France et ses territoires;;Revue;;Paris;Alternatives Economiques;2011;;;Français;160 p.;ALTERNATIVES ECONOMIQUES;N°50;3114 COL;AMENAGEMENT DU TERRITOIRE/FRANCE/TERRITOIRE/DEVELOPPEMENT LOCAL/METROPOLE/CRISE FINANCIERE/COHESION SOCIALE/COHESION TERRITORIALE/ECONOMIE GEOGRAPHIQUE/PRODUCTION/SECTEUR PUBLIC/REVENU/TERRITOIRE RESIDENTIEL/DISPARITE TERRITORIALE/DISPARITE REGIONALE/DISPARITE SOCIALE/DISPARITE GEOGRAPHIQUE;;;;2011-07-07
Le droit du travail en pratique;;Ouvrage;MINE Michel/MARCHAND Daniel;Paris;Groupe Eyrolles;2012;978-2-212-55351-2;;Français;667 p.;REFERENCES;;141 MIN;TRAVAIL/DROIT DU TRAVAIL/EMPLOI/CONTRAT DE TRAVAIL/DUREE DU TRAVAIL/SYNDICAT/CONVENTION COLLECTIVE/REPRESENTATION DU PERSONNEL/NEGOCIATION COLLECTIVE/DELEGUE DU PERSONNEL/COMITE D'ENTREPRISE/TRAVAILLEUR/GREVE/CHCST/EGALITE PROFESSIONNELLE/HARCELEMENT/TEMPS DE TRAVAIL;;;;2013-03-01
Les enjeux de la consommation engagée;;Dossier;LE VELLY Ronan;Paris;La Documentation française;2011;;;Français;107 P.;PROBLEMES POLITIQUES ET SOCIAUX;N°982;143 LEV;SOCIETE/MODE DE VIE/CONSOMMATION/CONSOMMATEUR/SOCIETE DE CONSOMMATION/CONSOMMATION RESPONSABLE/CONSOMMATION CITOYENNE/CONSOMMATION ENGAGEE/ACHAT EQUITABLE/ACHAT ECO-RESPONSABLE/ACHAT RESPONSABLE/AMAP/COMMERCE EQUITABLE;;;;2011-04-14
De la crise à la guerre;La faillite des élites;Ouvrage;DU PLESSIS Laurent Artur;Paris;Jean-Cyrille Godefroy;2011;978-2-86553-231-5;;Français;166 p.;;;42 PLU/;ECONOMIE/FINANCE/CRISE/MONDIALISATION/GUERRE/TROISIEME GUERRE MONDIALE/CRISE ECONOMIQUE/CRISE FINANCIERE;;;;2011-12-15
Guide littéraire de Loire-Atlantique;;Ouvrage;PAUMIER Jean-Yves;Laval;Siloë Edition;2009;978-2-84231-399-9;;Français;282 p.;;;615 PAU;CULTURE /LITTERATURE/LECTURE/ECRIVAIN/LOIRE ATLANTIQUE;;;;2011-02-17
Intercommunalités;Des projets aux pratiques;Ouvrage;AUBELLE VINCENT;Paris;Berger-Levrault;2011;978-2-7013--1701-4;;Français;617 p.;LES INDISPENSABLES;;2423 AUB;AMENAGEMENT DU TERRITOIRE/COOPERATION INTERCOMMUNALE/INTERCOMMUNALITE;;;;2011-09-22
Communiquer en rich media;Structurer les contenus en optimisant textes, sons, images et liens;Manuel;JOANNES Alain;Paris;CFPJ Editions;2009;978-2-35307-036-7;;Français;142 p.;;;7253 JOA;COMMUNICATION/MULTIMEDIA/RICH MEDIA/TRAITEMENT DE L'INFORMATION/WEB/VUVOX/GOOGLE/ETUDE DE CAS/MOTEUR DE RECHERCHE;;;;2011-06-01
Les inégalités responsables de la crise ?;;Dossier;Collectif;Paris;La Documentation française;2011;;;Français;p.3-31;PROBLEMES ECONOMIQUES;N°3023;14 COL;SOCIETE/QUESTIONS SOCIALES/INEGALITE DE REVENU/INEGALITE DES REVENUS/INEGALITE MONDIALE/INEGALITE SOCIALE/OCDE/PAYS DE L'OCDE/PAUVRETE/LUTTE CONTRE LA PAUVRETE/CRISE FINANCIERE/REVENU/NIVEAU DE VIE/ETATS UNIS/CHINE/FRANCE/PAYS EMERGENTS;;;;2011-07-18
Crises financières : les leçons de l'histoire;;Revue;Collectif;Paris;Alternatives Economiques;2010;9-782352-400509;;Français;112 P.;ECONOMIE POLITIQUE;N°48;42 COL;ECONOMIE/ECONOMIE POLITIQUE/FINANCES/CRISE/CRISE FINANCIERE/CRISE BANCAIRE/CRISE ECONOMIQUE/MARCHE FINANCIER/HISTOIRE/BANQUE;;;;2011-05-01
La gouvernance de la Sécurité sociale;Une institution en quête de régulation;Revue;;Paris;La Documentation française;2011;;;Français;189 p.;PROBLEMES POLITIQUES ET SOCIAUX;N°979-980;144 NEZ;QUESTIONS SOCIALES/PROTECTION SOCIALE/SECURITE SOCIALE/SYSTEME DE PROTECTION SOCIALE/DROIT SOCIAL/DEMOCRATIE SOCIALE/POLITIQUE SOCIALE/CONTRIBUTION SOCIALE GENERALISEE/CSG;;;;2011-05-19
Vieillir dans la pauvreté;;Revue;BULTEZ Jean-Pierre/GELOT Didier;Paris;La Documentation française;2010;;;Français;102 p.;PROBLEMES POLITIQUES ET SOCIAUX;N°977;143 BUL;POPULATION/PERSONNE AGEE/VIEILLISSEMENT/PAUVRETE/PAUVRETE EXCLUSION/NIVEAU DE VIE/BRETAGNE/IMMIGRE/TRAVAILLEUR IMMIGRE/LOGEMENT SOCIAL/AIDE AU LOGEMENT/APA;;;;2011-05-01
La tempête Xynthia face à l'histoire;Submersions et tsunamis sur les littoraux français du Moyen-Age à nos jours;Ouvrage;;Saintes;Le Croît Vif;2010;978-2-36199-009-1;;Français;;;;3215 GAR;ENVIRONNEMENT/RISQUE NATUREL/TEMPETE/XYNTHIA/CATASTROPHE NATURELLE/TSUNAMI/LITTORAL/SUBMERSION/URBANISATION/CHARENTE MARITIME;;;;2011-05-18
Intelligence artificielle : État de l'art et perspectives pour la France;Synthèse;Ouvrage;;Paris;CGET;2019;978-2-11-152634-1;;;16 p.;ETUDES ECONOMIQUES;;7252 PIP;INTELLIGENCE ARTIFICIELLE/DEEP LEARNING/BIG DATA/INFRASTRUCTURE DE CALCUL/RESEAU DE COMMUNICATION/PROCESSEUR/INTERFACE HOMME/MACHINE/TRAITEMENT AUTOMATIQUE DU LANGAGE/SANTE/INDUSTRIE/TRANSPORT/VEHICULE AUTONOME/AGRICULTURE/COMMERCE DE DETAIL/LOISIRS/MEDIA/SECURITE DES BIENS/SECURITE DES PERSONNES/FINANCES/SERVICE JURIDIQUE/SERVICE PUBLIC/TELECOMMUNICATIONS/EXPERIMENTATION/TERRITOIRE;;;;2019-02-28
Recherche éveillée sur internet : mode d'emploi;;Ouvrage;FOENIX-RIOU Béatrice;Paris;Lavoisier;2011;;;Français;368 p.;;;7253 FOE;INFORMATION/DOCUMENTATION/AIDE A LA RECHERCHE/INTERNET/MOTEUR DE RECHERCHE/WEB/RESEAU SOCIAL/WEB 2.0/BLOG/RECHERCHE DOCUMENTAIRE;;;;2011-12-05
L'homme des bois;;Ouvrage;BAILLY Pierric;Paris;P.O.L;2017;978-2-8180-4183-3;;;152 p.;;;615 BAI;LITTERATURE/PRIX LITTERAIRE/PAYS DE LA LOIRE;;;;2018-12-13
Douze dilemmes de l'économie d'après crise;;Revue;;Paris;La Documentation française;2011;;;Français;64 p.;PROBLEMES ECONOMIQUES;;42 COL;;;N°3018;;2011-04-05
Droit public: droit constitutionnel, droit administratif 2018-2019;Cat. A et B. L'essentiel pour réussir;Ouvrage;PIASTRA Raphaël;Malakoff;Dunod;2018;978-2-10-077607-8;;;209 p.;J'INTEGRE LA FONCTION PUBLIQUE;;2 PIA;CONCOURS/CONCOURS ADMINISTRATIF/CONCOURS DE CATEGORIE A/CONCOURS DE CATEGORIE B/DROIT CONSTITUTIONNEL /DROIT ADMINISTRATIF/INSTITUTIONS/DEMOCRATIE/COLLECTIVITES TERRITORIALES/JURIDICTION ADMINISTRATIVE/FONCTION PUBLIQUE/COMPARAISON INTERNATIONALE/HISTORIQUE/CINQUIEME REPUBLIQUE/RESPONSABILITE ADMINISTRATIVE;;;;2018-05-11
Gouvernance de l'eau;Intercommunalités et recomposition des territoires;Ouvrage;;Dijon;Editions Universitaires de Dijon;2010;978-2-915611-7;;Français;258 p.;;;322 BOU;ENVIRONNEMENT/EAU/POLITIQUE DE L'EAU/ASSAINISSEMENT/GESTION DE L'EAU/PRIX DE L'EAU/EAU POTABLE/DROIT DE L'EAU/RESSOURCE EN EAU/COOPERATION INTERCOMMUNALE/AGENCE DE L'EAU/AGENCE DE BASSIN;;;;2011-04-14
Grammaire et analyse;Epreuves écrites;Ouvrage;HAMON Albert;Vanves;Hachette éducation;2018;978-2-01-703725-5;;;219 p.;OBJECTIF CONCOURS. ADMINISTRATIFS ET ENSEIGNEMENT;;25 HAM;CONCOURS/CONCOURS ADMINISTRATIF/GRAMMAIRE/CONJUGAISON/EPREUVE ECRITE;;;;2018-09-24
Conseil constitutionnel et QPC : une révolution;;Revue;Collectif;Paris;La Documentation française;2011;;;Français;p.8-58;REGARDS SUR L'ACTUALITE;N°368;221 COL;CINQUIEME REPUBLIQUE/REPUBLIQUE/CONSTITUTION/CONSEIL CONSTITUTIONNEL/CONSTITUTIONNALITE/QUESTION PRIORITAIRE/SAISINE;;;;2011-12-04
Intelligence artificielle;;Ouvrage;HEUDIN Jean-Claude;Lexington;Science-eBook;2017;978-2-377-43000-0;;;168 p.;;;7252 HEU;INTELLIGENCE ARTIFICIELLE/SCIENCE/INFORMATIQUE/TECHNIQUE;;;;2018-06-09
Temps des crises;;Ouvrage;SERRES Michel;Paris;Le Pommier;2009;978-2-7465-0453-0;;Français;78 p.;Manifestes;;42 SER;ECONOMIE/CRISE/CRISE FINANCIERE/CRISE BANCAIRE/CRISE BOURSIERE/AGRICULTURE/SANTE/DEMOGRAPHIE/CONFLIT/MANIFESTE;;;;2011-03-17
Fiscalité : l'affaire des citoyens;;Dossier;Collectif;Paris;La Documentation française;2018;;0008-0217;;p.17-95;CAHIERS FRANCAIS;N°405;273 COL;IMPOT/FISCALITE/POLITIQUE FISCALE/CONTROLE FISCAL/PRELEVEMENT A LA SOURCE/CITOYENNETE;;N°405;Juiilet-août 2018;2018-12-14
La richesse autrement;;Revue;Collectif;Paris;Alternatives Economiques;2011;;;Français;160 p.;ALTERNATIVES ECONOMIQUES;N°48;41 COL/42 COL;ECONOMIE/INDICATEUR ECONOMIQUE/INDICATEUR DE PERFORMANCE/INDICATEUR/INDICATEUR DE DEVELOPPEMENT DURABLE/RICHESSE/INDICATEUR DE RICHESSE/INDICATEUR DE DEVELOPPEMENT HUMAIN/ECOLOGIE/INDICATEUR MONETAIRE/MONNAIE/DEMOCRATIE/TABLEAU DE BORD/PIB/INDICE DE BIEN-ETRE ECONOMIQUE DURABLE;;;;2011-07-19
L'abandon des prétentions;;Ouvrage;RINKEL Blandine;Paris;Fayard;2017;978-2-213-70190-5;;;239 p.;;;615 RIN;CULTURE/LITTERATURE/ROMAN/PRIX LITTERAIRE/PAYS DE LA LOIRE;;;;2018-01-18
Guide de la rédaction administrative des collectivités territoriales;;OUVRAGE;PIAN Francis;Paris;Sorman;2015;2-905529-58-X;;Français;468 p.;;;735 PIA;GESTION ADMINISTRATIVE/COMMUNICATION/COLLECTIVITE LOCALE/ADMINISTRATION/TEXTES ET TYPOLOGIE/REDACTION/EXPRESSION ECRITE;;;;2015-12-10
